sample_id,al_mg_g,ca_mg_g,cu_mg_g,fe_mg_g,k_mg_g,mg_mg_g,mn_mg_g,na_mg_g,ni_mg_g,p_mg_g,zn_mg_g,leaf_chemistry_sample,date_measured,measured_by,project,status
23794754,0.046504230664206996,4.996488244524631,0.0013465695239136804,0.024932220810412815,2.2737162225935403,1.8971011675182552,0.393783319243015,2.867481104038685,7.461753393922951e-5,0.45131017052878797,0.14840295361464995,3e05345e-6610-4dbf-9978-ac14ddf01761,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23798226,0.045470567930708444,4.585150669050605,0.0015735842636547036,0.02305798669493886,2.838462397163462,1.2375397464166682,0.3902673902759039,4.091143144631682,2.389337417383821e-4,0.4680065898106456,0.13301052518880832,2ad9525f-04cd-4c42-9f60-67b54d8f74a7,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23800312,0.030293467647096443,5.057491847309917,0.0011551597930619395,0.014967973118457652,2.378888582550879,1.4343789097573958,0.5014786168960957,3.67934646073068,1.0666121492957749e-4,0.547331461796179,0.08164914865158777,cbfe6b70-4fe6-4504-b41c-54e24b5d6b37,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23801901,0.04519534680326596,6.860842811323285,0.0015615217119543982,0.024159267320706165,2.1497433607609078,2.017916281340049,0.44612361193274963,2.7843547234384283,1.1713637393955463e-4,0.5469063172175153,0.1511873373312012,5b5028c9-56af-41e5-b022-6912cac33300,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23806386,0.04347459078881713,10.628879009500997,0.002050546706283532,0.02675749398719285,3.7405843378690915,2.2784706836675572,0.47955816353010117,3.812526382148269,1.0241801242283951e-4,0.5279223048752596,0.13315351146526452,60a2b399-9de4-4a4b-8c32-d939fcab51d8,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23807802,0.03798918840389153,7.050389045462747,0.0019021962456371082,0.022342085349504655,2.3754995642735826,1.818114751515769,0.4489141365419348,3.0805430793619712,4.04569750232342e-5,0.4275436430080472,0.11488755721299088,a448e80d-e0d6-4eb2-9690-f0457e916861,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23809528,0.04113991818729332,5.129761068587354,0.0013152350098517608,0.018755456382607755,3.46812544037124,0.7926803265679464,0.3328271817903669,4.035747191245149,1.2225584575e-4,0.3870881813152941,0.15195252619990296,c58dae1d-0d18-4613-acd2-0f43b6a94304,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23811397,0.032457941661445826,10.107757737356053,0.00271492941657773,0.02688826824563631,2.9961664336064087,1.6273983634080715,0.40004058685326765,3.703306183244707,8.728161266216919e-5,0.4787035481166959,0.14122711998982462,2dd4aa59-6f44-41ac-8fc7-7c3a4fbffe8d,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23813040,0.028107671200073552,7.236043225222479,0.002596971855693101,0.022410952664759183,3.423264182559813,1.4693889446231496,0.4258629546780666,2.838404111645256,4.497920480338478e-5,0.7848457220645907,0.09872437444227487,80bbc182-1f24-478f-b7cd-19674b0fcdd1,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23814257,0.03580361357752679,11.073859334618675,0.002175874449487485,0.03818691972340152,2.3562491471008977,2.003912539271163,0.32696909591346685,4.87170020764203,7.314878820704375e-5,0.5892180876094976,0.11325949446784236,ae86371c-7638-40a7-b1d0-8a446cd6c1cd,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23878532,0.006417041631834989,10.824828999817797,8.592189915783778e-4,0.023125113104236813,3.6646689674837623,2.2384258357557107,0.042843837216918576,0.7994999266234929,9.217332955555553e-5,2.3386646574522203,0.004200128330205666,c8ebdffa-162e-49b2-9a84-d78d208233e7,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23879129,0.011021939790283649,12.486394316997208,0.0013094709192014336,0.027368785892640416,4.383973009257921,1.937558530564996,0.017084775185298575,0.8199236063148503,4.306111078701426e-4,3.7052117301989758,0.006103289091932456,2f39f833-c52f-4f8b-90ee-d9318f5a4762,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23881488,0.008728256820515748,6.044668358029358,6.142952358916534e-4,0.030858363966804185,3.37667355889208,2.4537137573459042,0.025831756426945806,0.7321684988685959,7.118057103293413e-5,2.3024728046212735,0.004706486530794972,a36a46ad-cc1f-4356-b83f-564b40012a3d,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23882160,0.011458517118942359,15.563380711021248,0.0011721956447707643,0.0263076976646413,4.686159466964592,2.1242523716323394,0.08900175809857726,0.5069149325958322,1.5504639649165848e-4,4.633910908387785,0.0034078509993279056,16c0eeb7-6189-4149-afc8-25977cfe6a84,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23883865,0.008639236984289322,12.537863116437844,0.0013435709241160962,0.03105264865642651,3.041034215892807,2.8976732225493493,0.017043242381741066,1.1313843658919076,1.0678015927936822e-4,2.207410307478474,0.004406925693599116,7809a9d3-ea64-4d5e-981f-2e7984595d1e,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23884292,0.009990171849210697,12.94345153964249,0.001032182913180549,0.02132093058351975,3.5606082172733933,1.8115355312492158,0.03193624135455375,1.11244839470405,1.7135939484818317e-4,2.4517069203122457,0.003406601353424327,2dfbcd63-72aa-401d-ab84-5e00bb04b073,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23891002,0.017176779919880307,11.829947659009663,0.0011149168693185547,0.025776277852609584,2.252805782304537,2.83571087537823,0.03052499059900841,1.3098618433579556,8.943784476945959e-5,1.6927760198241255,0.0026044724508336252,95ee66ca-e4bd-4931-b7dc-0f25c0be1b83,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23891617,0.004656655582993494,7.957081150211283,8.743016511353824e-4,0.02247439008412166,3.538611458370181,1.587399081894346,0.0694374522391084,1.9099384105545794,1.5744558166501488e-4,1.9877338925887051,0.0032939376521056115,2cf0aa97-9c55-4d11-99db-cd3f57a3d45d,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23894405,0.005,7.691275287288122,0.0011024384373653827,0.024146518672917765,4.318721810440741,1.8502134279106066,0.017747885475307316,0.5038740251250702,9.153589460059172e-5,2.8873984421005794,0.002606690858435909,433e11e2-788f-4758-9dec-07143c79088e,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
23894743,0.0065731098145826805,10.283174907507918,0.001088671262333503,0.023059873711933635,3.068273878694148,3.0547184541075083,0.011077307009717454,0.24994066818476465,1.3610976089330025e-4,3.391723515543161,0.002488382787326992,19ce8f05-02e2-4b20-83f9-dae222d30b22,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24051085,0.010352418016688144,6.439159948401694,0.0016690936589301064,0.0200537740184422,2.211660719951688,1.4139968296878314,0.6235894475715973,2.6920021459628067,6.716100658682636e-5,0.3787455615546985,0.002846396855781339,f1513f1a-8b29-4dcf-8856-f0a903bb75e1,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24051261,0.02732286504482472,5.953672958799328,0.001467375618873903,0.026765898594719124,2.680339585385837,1.1788646174902326,0.2380534333657442,2.953271699931793,1.267825686109738e-4,0.390280581335614,0.003121079301646894,efedfa1e-d627-4442-8012-7208e2a0a543,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24058387,0.005,6.045298001163022,6.989379465824181e-4,0.022531424315703246,1.8493996340557344,1.2289976624008851,0.05782088483696946,0.678337128060074,1.0789947102941177e-4,1.068259278713433,0.005323946167505519,a61da5b5-5ae4-4af8-a210-2f6c300183ae,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24059342,0.019396548973745965,6.730911324111385,8.175443948501762e-4,0.028012517480544282,2.127312119889338,2.626194487784421,0.08095128153888485,1.965026218318164,1.1833329700198218e-4,1.0284886646007032,0.003619450320933981,7b93ca94-9b02-43e3-accb-1e98f650fa9c,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24060641,0.005,10.738549723587989,9.253728932644621e-4,0.016493878343995638,2.2945379156338497,3.2582367826583427,0.05151561580589359,0.599599857821704,1.2919764251988073e-4,2.06185554434611,0.0041388512360213325,927cc1c6-26af-46fe-aa7a-c050963345b3,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24061102,0.005,7.534959496701734,8.988022964000043e-4,0.021360249752163562,1.6922368004846435,2.3878528655936924,0.06285089219553204,2.248887667822218,7.597099855793139e-5,1.296327275985236,0.0032430954797491576,6302b94b-5a2a-4d46-8c70-ebea2fbc75c0,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24069378,0.017460097445856533,7.260274257540851,8.70993336084903e-4,0.02217352248862097,2.7558281541209864,1.5982492708200164,0.021955864023087697,3.2299835054363877,9.355008909180653e-5,1.3519733546462578,0.004332307510501564,027b171b-d55a-4e94-8bb5-d29ae7d80310,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
24069667,0.024531754784925166,6.006647384945876,0.0013245331190871268,0.06404811471889259,2.0891559216515105,2.491277836432558,0.02593757678749354,2.829815522471524,0.005415114210298507,1.6395644039698967,0.00504610941520512,3776eb0b-28cf-4723-9b8d-bc21941efc3a,2020-03-01,"Dayana Agudo, Sabrina Demers-Thibeault",SWA-Warren,verified
